KevLeo94,2019-02-22 13:14:02,b'RT @nurhadi_aldo: #Pendukung01dan02PindahKeNurhadi'
KevLeo94,2019-02-22 13:12:07,b'@RahmatFW Gak bosen kon sekolah terus... wkwkwkwkk aku wes kudu lulus ae met.. arep ndosen ta?'
KevLeo94,2019-02-21 08:33:54,b'RT @InfoTwitwor: Komen berbalut curhat jombloers https://t.co/5PPNuRRMEk'
KevLeo94,2019-02-21 08:31:03,"b'RT @BanggaSurabaya: Gaess!!\n\nBu Risma menjadi pembicara di Kantor Pusat PBB, bahas sistem pangan dan kota berkelanjutan\n\nSalah satu yang di\xe2\x80\xa6'"
KevLeo94,2019-02-21 08:30:36,b'RT @susipudjiastuti: https://t.co/xTk871Ohhx'
KevLeo94,2019-02-21 08:25:37,b'RT @danillajpr: Cara kerja sebuah perasaan itu lebih random daripada arah dan tujuan kecoa terbang'
KevLeo94,2019-02-21 08:23:13,b'RT @Edwintimses10: Hal terbodoh yang saya lakukan adalah menanggapi argumen dari para satwa. \n\n#McQueenYaQueen'
KevLeo94,2019-02-21 08:23:01,b'RT @nurhadi_aldo: Menanggapi bleckping yg beredar timses kami angkat kaki dan memberi klarifikasi.\n\n#McQueenYaQueen https://t.co/0cypxz8qyN'
KevLeo94,2019-02-21 08:21:46,b'RT @nurhadi_aldo: Salah satu satuan warga yang cuman ketak ketik di internet tanpa memikirkan feed orang lain. #DietHastagPolitik https://t\xe2\x80\xa6'
KevLeo94,2019-02-21 08:21:04,b'RT @nurhadi_aldo: ingetin saya buat genosida orang ini kalo sudah terpilih nanti https://t.co/VEDshrPmDL'
KevLeo94,2019-02-21 08:20:42,b'RT @nurhadi_aldo: Nurhadi-Aldo hadir ditengah-tengah masyarakat untuk membawakan pesan perdamaian.\n\n#McQueenYaQueen https://t.co/MIasHRCr8e'
KevLeo94,2019-02-21 08:20:08,"b'RT @nurhadi_aldo: Jika sekolah sudah mengajar murid selama \xc2\xb17 jam sehari,kenapa harus ada bimbel?\nBersama Nurhadi-Aldo kita akan menjalin k\xe2\x80\xa6'"
